2025-11-15 17:56:37.484 | INFO     | __main__:<module>:10 - inputting this here 0
2025-11-15 17:56:37.484 | INFO     | __main__:<module>:10 - inputting this here 1
2025-11-15 17:56:37.484 | INFO     | __main__:<module>:10 - inputting this here 2
2025-11-15 17:56:37.484 | INFO     | __main__:<module>:10 - inputting this here 3
2025-11-15 17:56:37.484 | INFO     | __main__:<module>:10 - inputting this here 4
2025-11-15 17:56:37.484 | INFO     | __main__:<module>:10 - inputting this here 5
2025-11-15 17:56:37.484 | INFO     | __main__:<module>:10 - inputting this here 6
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 7
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 8
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 9
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 10
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 11
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 12
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 13
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 14
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 15
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 16
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 17
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 18
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 19
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 20
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 21
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 22
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 23
2025-11-15 17:56:37.485 | INFO     | __main__:<module>:10 - inputting this here 24
2025-11-15 17:56:37.486 | INFO     | __main__:<module>:10 - inputting this here 25
2025-11-15 17:56:37.486 | INFO     | __main__:<module>:10 - inputting this here 26
2025-11-15 17:56:37.486 | INFO     | __main__:<module>:10 - inputting this here 27
2025-11-15 17:56:37.486 | INFO     | __main__:<module>:10 - inputting this here 28
2025-11-15 17:56:37.486 | INFO     | __main__:<module>:10 - inputting this here 29
2025-11-15 17:56:37.486 | INFO     | __main__:<module>:10 - inputting this here 30
2025-11-15 17:56:37.486 | INFO     | __main__:<module>:10 - inputting this here 31
2025-11-15 17:56:37.486 | INFO     | __main__:<module>:10 - inputting this here 32
